epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
169,1319.22,0.5969,0.50977,0.80912,0.79378,0.53492,0.57141,0.43107,0.81371,0.56113,0.86768,0.000557,0.000557,0.000557
170,1327.05,0.61365,0.44615,0.81713,0.51828,0.55556,0.56934,0.42112,0.80475,0.55354,0.86577,0.000552875,0.000552875,0.000552875
171,1333.93,0.61045,0.4306,0.80256,0.51399,0.55321,0.57126,0.42433,0.80378,0.56416,0.87542,0.00054875,0.00054875,0.00054875
172,1341.6,0.62829,0.43787,0.80985,0.48612,0.65019,0.5901,0.4334,0.79998,0.55886,0.87217,0.000544625,0.000544625,0.000544625
173,1348.67,0.60367,0.437,0.80814,0.51406,0.80556,0.60894,0.44272,0.78796,0.55674,0.86734,0.0005405,0.0005405,0.0005405
174,1354.95,0.62428,0.45652,0.80372,0.52002,0.80012,0.62859,0.45395,0.78377,0.57019,0.86419,0.000536375,0.000536375,0.000536375
175,1361.85,0.62999,0.4589,0.80735,0.70858,0.85024,0.76753,0.44773,0.79507,0.61248,0.87264,0.00053225,0.00053225,0.00053225
176,1370.29,0.60053,0.45759,0.81446,0.57522,0.88345,0.64889,0.42823,0.79207,0.61267,0.87374,0.000528125,0.000528125,0.000528125
177,1377.4,0.6145,0.44241,0.80645,0.58218,0.88345,0.64521,0.42977,0.77524,0.60177,0.87551,0.000524,0.000524,0.000524
178,1384.91,0.63606,0.44692,0.81853,0.56462,0.87802,0.77635,0.46975,0.81132,0.62683,0.88439,0.000519875,0.000519875,0.000519875
